DateTime	Open	High	Low	Close	Volume	TickVolume
2025.07.01 00:00:00	22672.8	23063.8	22392.8	22966.5	0	1882402
2025.06.01 00:00:00	21262.7	22736.5	21126.4	22670.0	0	4987435
2025.05.01 00:00:00	19734.9	21813.0	19596.9	21324.3	0	5866004
2025.04.01 00:00:00	19238.4	19807.5	16319.5	19749.3	0	7549436
2025.03.01 00:00:00	20935.8	21084.2	18802.0	19238.1	0	6586864
2025.02.01 00:00:00	20944.6	22253.4	20417.4	20865.9	0	5490465
2025.01.01 00:00:00	21083.9	21965.5	20545.2	21463.9	0	6159285
2024.12.01 00:00:00	20958.2	22226.6	20800.8	21049.5	0	5058827
2024.11.01 00:00:00	19959.4	21254.3	19910.2	20943.6	0	5201708
2024.10.01 00:00:00	20041.8	20675.7	19626.9	19929.9	0	5496856
2024.09.01 00:00:00	19559.4	20331.4	18303.5	20038.4	0	5362344
2024.08.01 00:00:00	19470.0	19952.3	17262.1	19543.0	0	5949812
2024.07.01 00:00:00	19740.8	20790.8	18600.9	19456.5	0	5770384
2024.06.01 00:00:00	18540.5	20111.7	18397.5	19726.2	0	4469772
2024.05.01 00:00:00	17354.5	18955.0	17282.7	18524.8	0	4543747
2024.04.01 00:00:00	18324.7	18419.9	16972.1	17398.4	0	5698781
2024.03.01 00:00:00	18037.6	18487.7	17773.7	18258.9	0	4445910
2024.02.01 00:00:00	17186.5	18097.6	17170.5	18034.3	0	4169366
2024.01.01 00:00:00	16860.8	17685.7	16180.8	17172.7	0	4436418
2023.12.01 00:00:00	15921.0	16996.1	15696.3	16836.7	0	3640706
2023.11.01 00:00:00	14390.7	16174.3	14336.1	15923.0	0	4091030
2023.10.01 00:00:00	14827.9	15344.6	14052.7	14374.7	0	5443074
2023.09.01 00:00:00	15500.5	15630.0	14435.0	14741.7	0	4069713
2023.08.01 00:00:00	15786.4	15804.9	14552.1	15504.3	0	4857416
2023.07.01 00:00:00	15195.5	15946.6	14932.5	15782.6	0	3673675
2023.06.01 00:00:00	14262.1	15299.4	14220.1	15171.6	0	4148701
2023.05.01 00:00:00	13244.3	14539.8	12933.7	14259.6	0	4494919
2023.04.01 00:00:00	13161.8	13258.7	12721.7	13248.8	0	4784911
2023.03.01 00:00:00	12017.3	13202.7	11677.9	13200.0	0	8041326
2023.02.01 00:00:00	12066.8	12897.9	11897.1	12018.8	0	4950175
2023.01.01 00:00:00	11060.4	12258.5	10676.6	12073.5	0	4324302
2022.12.01 00:00:00	12058.3	12209.2	10665.7	10950.9	0	4027640
2022.11.01 00:00:00	11425.2	12090.8	10595.8	12058.0	0	4337838
2022.10.01 00:00:00	10968.2	11693.6	10437.1	11418.5	0	4236008
2022.09.01 00:00:00	12264.5	12863.2	10961.2	10995.1	0	4003694
2022.08.01 00:00:00	12983.6	13729.7	12239.8	12295.0	0	4482680
2022.07.01 00:00:00	11483.6	12992.2	11359.5	12961.3	0	3481534
2022.06.01 00:00:00	12660.8	12942.1	11041.3	11487.6	0	4836857
2022.05.01 00:00:00	12909.3	13561.1	11487.5	12652.6	0	4873000
2022.04.01 00:00:00	14910.8	15200.1	12808.6	12895.6	0	4332868
2022.03.01 00:00:00	14219.3	15273.8	12945.4	14921.2	0	4983298
2022.02.01 00:00:00	14879.6	15275.3	13023.0	14224.2	0	4807732
2022.01.01 00:00:00	16381.6	16574.3	13718.8	14878.8	0	5144927
2021.12.01 00:00:00	16237.4	16670.3	15509.3	16344.2	0	4149598
2021.11.01 00:00:00	15899.9	16771.3	15774.3	16241.7	0	3554403
2021.10.01 00:00:00	14716.9	15878.9	14383.7	15878.2	0	3660524
2021.09.01 00:00:00	15598.6	15709.5	14688.8	14710.1	0	3992761
2021.08.01 00:00:00	14978.0	15681.2	14715.5	15603.2	0	3517356
2021.07.01 00:00:00	14566.8	15146.0	14457.1	14977.7	0	3878147
2021.06.01 00:00:00	13663.3	14613.1	13464.5	14570.5	0	3339588
2021.05.01 00:00:00	13885.0	13960.4	12924.3	13658.7	0	4168955
2021.04.01 00:00:00	13102.5	14078.2	13102.5	13879.2	0	3639541
2021.03.01 00:00:00	12971.1	13332.2	12212.3	13104.9	0	5783413
2021.02.01 00:00:00	12857.2	13907.8	12666.9	12909.9	0	4187292
2021.01.01 00:00:00	12906.0	13614.0	12503.8	12882.3	0	4255089
2020.12.01 00:00:00	12331.8	12932.1	12222.4	12898.8	0	3667306
2020.11.01 00:00:00	11041.4	12416.9	10955.2	12326.6	0	3906415
2020.10.01 00:00:00	11389.6	12255.7	10957.6	11098.7	0	3697547
2020.09.01 00:00:00	12113.5	12464.5	10675.3	11366.7	0	2774478
2020.08.01 00:00:00	10937.7	12166.4	10850.2	12104.1	0	2347572
2020.07.01 00:00:00	10142.1	11065.5	10081.8	10926.1	0	2831830
2020.06.01 00:00:00	9512.0	10306.9	9381.7	10138.1	0	2806394
2020.05.01 00:00:00	8850.6	9606.1	8568.4	9589.1	0	2663319
2020.04.01 00:00:00	7760.0	9154.4	7372.3	8880.5	0	2114064
2020.03.01 00:00:00	8307.9	8998.5	6614.3	7778.5	0	4831535
2020.02.01 00:00:00	8970.4	9755.5	8122.2	8537.6	0	3312884
2020.01.01 00:00:00	8753.6	9279.6	8663.4	9008.7	0	2350290
2019.12.01 00:00:00	8418.7	8823.6	8166.8	8753.4	0	1306719
2019.11.01 00:00:00	8080.2	8454.6	8077.4	8418.0	0	1346939
2019.10.01 00:00:00	7759.8	8133.2	7457.0	8084.4	0	2114483
2019.09.01 00:00:00	7598.2	7977.4	7576.3	7768.2	0	2031501
2019.08.01 00:00:00	7816.1	8004.1	7217.2	7668.0	0	3063146
2019.07.01 00:00:00	7766.3	8037.5	7719.4	7830.9	0	1476656
2019.06.01 00:00:00	7095.4	7793.5	6936.0	7697.2	0	1913212
2019.05.01 00:00:00	7831.1	7855.8	7122.2	7130.2	0	2692615
2019.04.01 00:00:00	7402.4	7860.8	7401.3	7837.1	0	1389152
2019.03.01 00:00:00	7096.3	7513.7	6934.0	7384.9	0	2095415
2019.02.01 00:00:00	6897.5	7161.5	6832.3	7102.6	0	1866930
2019.01.01 00:00:00	6251.0	6936.4	6121.6	6925.1	0	2848888
2018.12.01 00:00:00	7047.0	7136.6	5869.6	6335.1	0	2683207
2018.11.01 00:00:00	6954.2	7220.7	6441.8	6956.9	0	4204973
2018.10.01 00:00:00	7648.2	7706.0	6572.7	6950.6	0	4893594
2018.09.01 00:00:00	7662.6	7687.0	7388.2	7642.0	0	1889686
2018.08.01 00:00:00	7283.8	7689.2	7204.8	7664.9	0	1866022
2018.07.01 00:00:00	7049.3	7516.3	6969.7	7283.6	0	1820156
2018.06.01 00:00:00	6976.9	7335.2	6937.6	7050.0	0	2554714
2018.05.01 00:00:00	6608.3	7021.7	6537.0	6978.2	0	2397820
2018.04.01 00:00:00	6543.8	6862.4	6296.6	6603.8	0	3459875
2018.03.01 00:00:00	6880.7	7194.5	6407.2	6556.8	0	4338264
2018.02.01 00:00:00	6979.9	7011.5	6167.6	6863.5	0	3642097
2018.01.01 00:00:00	6416.5	7051.7	6393.5	6967.1	0	1582679
2017.12.01 00:00:00	6352.4	6532.4	6231.2	6404.0	0	1174611
2017.11.01 00:00:00	6254.5	6426.0	6196.1	6364.9	0	1063015
2017.10.01 00:00:00	5983.0	6261.3	5957.3	6254.1	0	797054
2017.09.01 00:00:00	5991.8	6019.9	5840.4	5978.9	0	919461
2017.08.01 00:00:00	5885.5	5996.9	5752.2	5995.1	0	1273906
2017.07.01 00:00:00	5652.2	5997.7	5560.2	5886.9	0	965339
2017.06.01 00:00:00	5800.2	5903.2	5599.8	5654.1	0	1119833
2017.05.01 00:00:00	5582.7	5817.1	5548.5	5802.3	0	866991
2017.04.01 00:00:00	5428.2	5601.1	5347.5	5583.7	0	726798
2017.03.01 00:00:00	5332.9	5451.6	5313.7	5437.3	0	865003
2017.02.01 00:00:00	5133.2	5361.0	5125.2	5334.4	0	638736
2017.01.01 00:00:00	4894.2	5174.7	4884.2	5139.1	0	1021881
2016.12.01 00:00:00	4819.9	5000.5	4703.3	4871.1	0	826987
